County,Year,Total,Felony Total,Drug Felony,Violent Felony,DWI Felony,Other Felony,Misdemeanor Total,Drug Misd,DWI Misd,Property Misd,Other Misd
Washington,1987,1303,259,6,70,44,139,1044,11,507,213,313
Washington,1988,1172,194,1,51,36,106,978,11,447,221,299
Washington,1989,1442,290,27,85,34,144,1152,19,505,266,362
Washington,1990,1576,262,14,72,35,141,1314,12,533,340,429
Washington,1991,1632,287,15,101,19,152,1345,17,445,327,556
Washington,1992,1473,261,16,100,31,114,1212,15,374,315,508
Washington,1993,1542,280,10,80,33,157,1262,15,433,287,527
Washington,1994,1370,236,20,70,23,123,1134,10,377,228,519
Washington,1995,1610,282,18,74,46,144,1328,21,456,275,576
Washington,1996,1586,325,23,82,42,178,1261,13,397,245,606
Washington,1997,1568,349,38,81,46,184,1219,27,363,271,558
Washington,1998,1576,363,24,83,46,210,1213,16,391,215,591
Washington,1999,1485,362,26,92,39,205,1123,17,364,220,522
Washington,2000,1401,355,27,92,49,187,1046,20,305,238,483
Washington,2001,1448,351,39,71,59,182,1097,35,357,190,515
Washington,2002,1365,322,25,72,39,186,1043,30,301,180,532
Washington,2003,1427,279,30,50,29,170,1148,34,333,211,570
Washington,2004,1455,370,54,67,44,205,1085,37,319,179,550
Washington,2005,1379,322,35,78,37,172,1057,47,311,192,507
Washington,2006,1499,414,52,83,43,236,1085,57,285,192,551
Washington,2007,1360,328,29,81,37,181,1032,28,217,198,589
Washington,2008,1368,350,26,75,40,209,1018,38,241,224,515
Washington,2009,1358,350,34,54,44,218,1008,41,239,184,544
Washington,2010,1366,389,50,93,38,208,977,48,229,195,505
Washington,2011,1233,318,32,56,43,187,915,57,212,176,470
Washington,2012,1317,373,48,65,33,227,944,53,217,219,455
Washington,2013,1235,345,50,89,21,185,890,84,181,201,424
Washington,2014,1268,344,56,62,20,206,924,99,190,204,431
Washington,2015,1232,337,54,53,34,196,895,125,212,175,383
Wayne,1970,370,181,28,45,2,106,189,28,38,29,94
Wayne,1971,610,237,65,39,2,131,373,59,81,95,138
Wayne,1972,935,195,21,41,17,116,740,62,247,129,302
Wayne,1973,1137,211,34,29,14,134,926,94,303,199,330
Wayne,1974,1262,260,33,59,11,157,1002,80,345,226,351
Wayne,1975,1504,299,50,68,3,178,1205,114,358,296,437
Wayne,1976,1764,304,68,40,8,188,1460,116,577,269,498
Wayne,1977,1815,356,21,71,14,250,1459,76,538,332,513
Wayne,1978,1721,252,5,50,16,181,1469,19,639,367,444
Wayne,1979,1823,293,7,62,20,204,1530,33,595,413,489
Wayne,1980,2137,369,18,89,28,234,1768,66,746,435,521
Wayne,1981,2457,362,15,97,35,215,2095,71,981,508,535
Wayne,1982,2357,363,14,98,56,195,1994,47,933,482,532
Wayne,1983,2463,365,8,123,77,157,2098,38,1022,463,575
Wayne,1984,2362,340,16,108,31,185,2022,43,842,464,673
Wayne,1985,2507,395,21,106,27,241,2112,55,731,502,824
Wayne,1986,2473,402,27,100,31,244,2071,56,666,534,815
Wayne,1987,2431,357,27,92,26,212,2074,52,601,561,860
Wayne,1988,2566,361,36,89,29,207,2205,50,616,637,902
Wayne,1989,2652,435,86,76,43,230,2217,73,599,584,961
Wayne,1990,2660,386,34,79,48,225,2274,35,621,667,951
Wayne,1991,2645,461,50,98,55,258,2184,53,507,605,1019
Wayne,1992,2687,552,70,99,68,315,2135,66,372,608,1089
Wayne,1993,2594,516,56,109,78,273,2078,73,361,603,1041
Wayne,1994,2653,585,81,128,77,299,2068,69,339,582,1078
Wayne,1995,2865,602,66,131,120,285,2263,105,356,693,1109
Wayne,1996,2841,618,115,115,113,275,2223,137,382,615,1089
Wayne,1997,2546,566,67,103,107,289,1980,89,330,542,1019
Wayne,1998,2441,597,88,111,83,315,1844,102,309,469,964
Wayne,1999,2144,478,50,87,80,261,1666,69,298,457,842
Wayne,2000,2404,539,57,78,115,289,1865,92,381,521,871
Wayne,2001,2194,492,43,97,85,267,1702,86,318,455,843
Wayne,2002,2287,554,38,91,99,326,1733,103,311,477,842
Wayne,2003,2228,608,63,125,94,326,1620,89,354,403,774
Wayne,2004,2236,621,79,114,78,350,1615,78,370,372,795
Wayne,2005,1914,503,44,113,76,270,1411,101,262,347,701
Wayne,2006,2026,611,116,113,55,327,1415,126,288,344,657
Wayne,2007,1905,491,92,101,68,230,1414,90,307,328,689
Wayne,2008,2062,587,75,113,98,301,1475,97,309,370,699
Wayne,2009,2038,586,93,123,77,293,1452,89,322,369,672
Wayne,2010,1900,522,59,124,81,258,1378,97,271,342,668
Wayne,2011,1848,553,50,131,93,279,1295,97,273,366,559
Wayne,2012,1699,500,62,94,64,280,1199,67,198,396,538
Wayne,2013,1751,514,36,112,72,294,1237,71,246,403,517
Wayne,2014,1661,474,34,93,69,278,1187,71,286,387,443
Wayne,2015,1598,503,69,95,65,274,1095,82,231,330,452
Westchester,1970,4866,2342,508,482,15,1337,2524,1269,200,427,628
Westchester,1971,6221,2827,593,679,22,1533,3394,997,377,1107,913
Westchester,1972,7509,2638,445,681,24,1488,4871,1087,607,1675,1502
Westchester,1973,7953,2760,458,722,41,1539,5193,990,922,1752,1529
Westchester,1974,9395,3062,583,821,61,1597,6333,1037,1195,2375,1726
Westchester,1975,9550,3094,426,794,69,1805,6456,921,1167,2544,1824
Westchester,1976,9833,3245,469,765,65,1946,6588,984,982,2856,1766
Westchester,1977,9772,3085,315,803,82,1885,6687,758,1151,2879,1899
Westchester,1978,9944,3157,177,909,88,1983,6787,474,1389,2996,1928
Westchester,1979,11006,3459,215,892,96,2256,7547,584,1457,3417,2089
Westchester,1980,12100,3966,215,1143,86,2522,8134,842,1653,3538,2101
Westchester,1981,13378,4376,296,1336,103,2641,9002,952,1899,3882,2269
Westchester,1982,13822,4284,321,1588,111,2264,9538,1043,2420,3760,2315
Westchester,1983,13565,4044,311,1397,137,2199,9521,1021,2660,3380,2460
Westchester,1984,14318,3924,387,1362,130,2045,10394,1413,3110,3406,2465
Westchester,1985,14947,4250,462,1305,120,2363,10697,1551,3145,3631,2370
Westchester,1986,15447,4418,736,1326,140,2216,11029,1921,2726,3722,2660
Westchester,1987,16960,4660,1269,1311,162,1918,12300,2441,2448,4744,2667
Westchester,1988,18939,5225,1231,1494,181,2319,13714,2802,2633,5248,3031
Westchester,1989,20284,6105,2106,1415,169,2415,14179,2551,2908,5421,3299
Westchester,1990,19517,5988,1720,1623,231,2414,13529,2053,2936,5205,3335
Westchester,1991,18417,5895,1688,1627,208,2372,12522,1735,2621,4737,3429
Westchester,1992,16852,5175,1240,1565,188,2182,11677,1737,2331,4422,3187
Westchester,1993,15439,4665,1062,1338,201,2064,10774,1555,2236,3822,3161
Westchester,1994,14864,4490,890,1432,168,2000,10374,1488,2056,3792,3038
Westchester,1995,15187,4603,848,1399,207,2149,10584,1299,1934,4027,3324
Westchester,1996,15600,4651,664,1485,176,2326,10949,1481,1936,4069,3463
Westchester,1997,16122,4872,774,1395,172,2531,11250,1675,1999,3985,3591
Westchester,1998,15695,4689,680,1343,206,2460,11006,1648,1989,3756,3613
Westchester,1999,15693,4786,846,1390,164,2386,10907,1592,1867,3839,3609
Westchester,2000,16233,4911,764,1509,195,2443,11322,1426,2118,3730,4048
Westchester,2001,15972,5036,789,1637,175,2435,10936,1552,1991,3462,3931
Westchester,2002,15994,5255,884,1586,185,2600,10739,1550,2146,3191,3852
Westchester,2003,16550,5261,1034,1661,143,2423,11289,1796,2188,3210,4095
Westchester,2004,17510,5543,1192,1657,187,2507,11967,2083,2114,3558,4212
Westchester,2005,18488,5863,1220,1691,223,2729,12625,2313,2305,3502,4505
Westchester,2006,18800,6080,1361,1771,264,2684,12720,2357,2296,3680,4387
Westchester,2007,18940,5647,1286,1465,214,2682,13293,2472,2474,3663,4684
Westchester,2008,18630,5631,1119,1491,231,2790,12999,2322,2490,3537,4650
Westchester,2009,17973,5346,1047,1569,242,2488,12627,2305,2302,3662,4358
Westchester,2010,17236,5312,1186,1413,293,2420,11924,2175,2031,3397,4321
Westchester,2011,17320,5393,1219,1498,279,2397,11927,2382,1694,3515,4336
Westchester,2012,17001,5104,1277,1403,235,2189,11897,2674,1733,3336,4154
Westchester,2013,16635,4925,1252,1252,232,2189,11710,2927,1676,3061,4046
Westchester,2014,15205,4736,1115,1131,239,2251,10469,2163,1681,2759,3866
Westchester,2015,13840,4228,756,1123,201,2148,9612,1843,1464,2669,3636
Wyoming,1970,104,36,11,8,0,17,68,11,16,17,24
Wyoming,1971,164,35,3,8,2,22,129,10,21,42,56
Wyoming,1972,364,109,3,44,4,58,255,54,72,50,79
Wyoming,1973,388,73,20,26,0,27,315,28,115,70,102
Wyoming,1974,393,78,4,22,4,48,315,41,89,58,127
Wyoming,1975,420,91,12,26,1,52,329,27,95,71,136
Wyoming,1976,411,88,24,18,1,45,323,19,67,93,144
Wyoming,1977,411,85,5,19,5,56,326,12,64,110,140
Wyoming,1978,368,70,5,12,3,50,298,5,55,91,147
Wyoming,1979,420,100,9,18,3,70,320,12,61,92,155
Wyoming,1980,494,108,4,22,6,76,386,8,108,104,166
Wyoming,1981,566,108,5,23,4,76,458,6,103,146,203
Wyoming,1982,559,113,7,23,9,74,446,7,125,130,184
Wyoming,1983,567,89,6,13,6,64,478,8,150,136,184
Wyoming,1984,620,125,5,29,11,80,495,21,178,115,181
Wyoming,1985,647,127,3,23,22,79,520,8,184,148,180
Wyoming,1986,614,120,3,34,16,67,494,7,203,114,170
Wyoming,1987,637,130,0,26,17,87,507,17,212,120,158
Wyoming,1988,782,127,8,29,25,65,655,10,236,167,242
Wyoming,1989,791,159,8,31,35,85,632,9,210,153,260
Wyoming,1990,904,206,18,50,31,107,698,10,239,167,282
Wyoming,1991,905,195,8,54,32,101,710,7,233,204,266
Wyoming,1992,813,212,19,50,40,103,601,13,213,161,214
Wyoming,1993,775,215,3,47,43,122,560,8,157,140,255
Wyoming,1994,807,172,6,45,38,83,635,6,193,145,291
Wyoming,1995,842,172,7,40,38,87,670,22,239,144,265
Wyoming,1996,829,159,16,37,19,87,670,33,185,155,297
Wyoming,1997,851,168,17,35,35,81,683,14,220,144,305
Wyoming,1998,892,173,13,52,31,77,719,27,260,127,305
Wyoming,1999,733,184,19,46,32,87,549,18,150,107,274
Wyoming,2000,861,219,7,67,38,107,642,11,193,139,299
Wyoming,2001,728,193,21,29,32,111,535,13,162,102,258
Wyoming,2002,806,254,26,34,33,161,552,13,195,93,251
Wyoming,2003,752,198,22,40,19,117,554,11,159,139,245
Wyoming,2004,704,198,19,24,32,123,506,27,172,95,212
Wyoming,2005,705,200,15,38,28,119,505,25,149,78,253
Wyoming,2006,791,221,35,44,32,110,570,29,175,116,250
Wyoming,2007,740,228,41,40,37,110,512,18,139,82,273
Wyoming,2008,814,256,42,47,34,133,558,19,162,100,277
Wyoming,2009,717,192,20,39,33,100,525,22,180,99,224
Wyoming,2010,745,262,59,32,40,131,483,36,138,80,229
Wyoming,2011,782,263,36,49,33,145,519,41,128,96,254
Wyoming,2012,836,278,49,42,40,147,558,39,147,123,249
Wyoming,2013,825,243,42,33,38,130,582,64,134,121,263
Wyoming,2014,738,244,32,41,28,143,494,48,128,107,211
Wyoming,2015,683,222,40,36,24,122,461,51,115,85,210
Yates,1970,37,16,1,6,1,8,21,3,5,6,7
Yates,1971,75,18,7,2,0,9,57,7,8,12,30
Yates,1972,88,20,6,4,1,9,68,1,14,17,36
Yates,1973,272,50,11,4,1,34,222,23,57,57,85
Yates,1974,396,80,13,14,14,39,316,33,44,92,147
Yates,1975,339,99,4,16,14,65,240,19,25,85,111
Yates,1976,275,53,7,8,10,28,222,22,46,65,89
Yates,1977,246,54,3,13,3,35,192,13,29,75,75
Yates,1978,280,66,1,10,7,48,214,1,52,71,90
Yates,1979,274,63,0,5,11,47,211,1,63,65,82
Yates,1980,360,64,2,7,13,42,296,4,86,100,106
Yates,1981,340,65,0,14,16,35,275,8,84,99,84
Yates,1982,276,69,1,17,15,36,207,5,59,68,75
Yates,1983,262,66,2,16,14,34,196,3,68,65,60
Yates,1984,210,36,1,9,5,21,174,1,56,50,67
Yates,1985,273,55,4,7,15,29,218,3,65,76,74
Yates,1986,282,82,6,26,9,41,200,12,56,42,90
Yates,1987,276,66,1,21,9,35,210,0,52,64,94
Yates,1988,363,90,1,27,10,52,273,3,58,67,145
Yates,1989,300,77,8,14,13,42,223,6,52,48,117
Yates,1990,451,105,8,28,22,47,346,9,97,79,161
Yates,1991,464,99,11,21,15,52,365,4,95,94,172
Yates,1992,422,108,6,25,18,59,314,8,72,87,147
Yates,1993,432,78,1,15,21,41,354,1,93,77,183
Yates,1994,425,87,5,10,25,47,338,4,96,87,151
Yates,1995,468,95,6,16,23,50,373,5,100,83,185
Yates,1996,550,95,1,16,22,56,455,3,97,107,248
Yates,1997,426,82,4,11,20,47,344,12,72,81,179
Yates,1998,419,108,9,15,24,60,311,1,68,84,158
Yates,1999,417,93,1,23,15,54,324,3,61,85,175
Yates,2000,389,110,4,21,18,67,279,3,55,68,153
Yates,2001,465,111,2,10,12,87,354,5,80,82,187
Yates,2002,412,113,15,29,16,53,299,12,62,75,150
Yates,2003,433,95,5,14,17,59,338,4,87,63,184
Yates,2004,442,119,11,22,17,69,323,5,70,60,188
Yates,2005,421,84,6,12,18,48,337,3,88,71,175
Yates,2006,424,109,3,24,20,62,315,14,64,71,166
Yates,2007,416,102,8,13,12,69,314,12,72,72,158
Yates,2008,377,121,14,18,21,68,256,17,44,43,152
Yates,2009,421,105,13,11,25,56,316,14,88,68,146
Yates,2010,441,119,8,24,18,69,322,15,73,80,154
Yates,2011,462,132,27,22,17,66,330,12,74,72,172
Yates,2012,448,125,14,14,20,77,323,14,92,67,150
Yates,2013,442,113,13,12,15,73,329,24,73,69,163
Yates,2014,391,96,11,12,15,58,295,21,88,60,126
Yates,2015,362,101,19,9,18,55,261,23,62,72,104
Unknown-NonNYS,1973,195,180,27,65,0,88,15,3,0,4,8
Unknown-NonNYS,1974,197,183,34,50,1,98,14,2,1,7,4
Unknown-NonNYS,1975,197,182,22,62,1,97,15,0,3,6,6
Unknown-NonNYS,1976,201,188,20,59,0,109,13,2,3,4,4
Unknown-NonNYS,1977,226,208,24,78,2,104,18,3,0,10,5
Unknown-NonNYS,1978,187,174,17,58,1,98,13,0,0,9,4
Unknown-NonNYS,1979,206,195,10,70,2,113,11,1,1,4,5
Unknown-NonNYS,1980,187,171,11,71,0,89,16,1,0,7,8
Unknown-NonNYS,1981,186,176,16,54,0,106,10,1,3,6,0
Unknown-NonNYS,1982,150,145,6,45,1,93,5,0,1,2,2
Unknown-NonNYS,1983,166,162,9,63,2,88,4,0,1,1,2
Unknown-NonNYS,1984,186,176,11,62,2,101,10,0,1,2,7
Unknown-NonNYS,1985,161,152,10,56,0,86,9,1,2,2,4
Unknown-NonNYS,1986,178,167,12,54,2,99,11,0,2,4,5
Unknown-NonNYS,1987,254,231,28,57,4,142,23,2,5,6,10
Unknown-NonNYS,1988,208,192,26,65,1,100,16,0,3,5,8
Unknown-NonNYS,1989,267,239,47,74,1,117,28,6,1,7,14
Unknown-NonNYS,1990,191,173,33,49,0,91,18,0,8,5,5
Unknown-NonNYS,1991,189,181,42,51,2,86,8,1,0,0,7
Unknown-NonNYS,1992,118,113,30,31,1,51,5,0,1,2,2
Unknown-NonNYS,1993,112,104,20,43,0,41,8,0,1,4,3
Unknown-NonNYS,1994,99,95,17,34,1,43,4,0,0,2,2
Unknown-NonNYS,1995,108,100,20,25,2,53,8,0,2,2,4
Unknown-NonNYS,1996,80,79,14,30,1,34,1,0,0,0,1
Unknown-NonNYS,1997,79,73,11,28,1,33,6,0,0,1,5
Unknown-NonNYS,1998,80,76,10,20,0,46,4,0,2,1,1
Unknown-NonNYS,1999,98,89,14,23,2,50,9,1,1,3,4
Unknown-NonNYS,2000,80,68,11,21,1,35,12,0,2,2,8
Unknown-NonNYS,2001,82,66,11,24,0,31,16,1,6,3,6
Unknown-NonNYS,2002,121,83,9,33,1,40,38,2,3,13,20
Unknown-NonNYS,2003,638,303,36,102,6,159,335,31,32,116,156
Unknown-NonNYS,2004,63,51,9,14,2,26,12,0,0,1,11
Unknown-NonNYS,2005,73,61,5,22,1,33,12,6,0,2,4
Unknown-NonNYS,2006,108,71,9,21,4,37,37,10,3,5,19
Unknown-NonNYS,2007,104,68,11,19,1,37,36,1,3,16,16
Unknown-NonNYS,2008,106,65,5,28,3,29,41,1,8,8,24
Unknown-NonNYS,2009,115,62,7,20,0,35,53,3,6,15,29
Unknown-NonNYS,2010,153,105,15,36,1,53,48,3,8,12,25
Unknown-NonNYS,2011,131,98,16,26,1,55,33,3,6,10,14
Unknown-NonNYS,2012,110,82,17,29,0,36,28,1,4,13,10
Unknown-NonNYS,2013,126,96,12,30,1,53,30,3,4,7,16
Unknown-NonNYS,2014,111,73,14,20,0,39,38,4,4,12,18
Unknown-NonNYS,2015,107,79,11,21,0,47,28,3,6,9,10
Unknown NYC county,1970,778,453,140,161,0,152,325,207,7,40,71
Unknown NYC county,1971,1560,885,175,322,0,388,675,254,14,148,259
Unknown NYC county,1972,222,141,20,53,0,68,81,18,4,27,32
Unknown NYC county,1973,413,253,29,101,0,123,160,22,14,49,75
Unknown NYC county,1974,237,146,24,42,0,80,91,11,8,33,39
Unknown NYC county,1975,351,216,26,84,0,106,135,21,2,55,57
Unknown NYC county,1976,520,287,45,106,0,136,233,41,3,92,97
Unknown NYC county,1977,842,318,42,105,0,171,524,80,7,226,211
Unknown NYC county,1978,549,261,20,91,0,150,288,42,6,111,129
Unknown NYC county,1979,1000,549,66,200,0,283,451,59,6,175,211
Unknown NYC county,1980,3574,1710,199,639,0,872,1864,379,15,676,794
Unknown NYC county,1981,2653,1274,138,572,4,560,1379,217,11,375,776
Unknown NYC county,1982,993,502,79,224,0,199,491,107,8,166,210
Unknown NYC county,1983,164,97,6,43,0,48,67,10,5,17,35
Unknown NYC county,1984,93,61,4,26,0,31,32,2,3,8,19
Unknown NYC county,1985,123,74,9,33,0,32,49,5,3,13,28
Unknown NYC county,1986,143,81,6,25,0,50,62,8,6,20,28
Unknown NYC county,1987,110,71,12,28,0,31,39,4,1,8,26
Unknown NYC county,1988,100,54,7,17,0,30,46,4,5,11,26
Unknown NYC county,1989,115,72,15,21,0,36,43,4,2,12,25
Unknown NYC county,1990,35,29,5,10,0,14,6,0,0,1,5
Unknown NYC county,1991,13,7,1,2,0,4,6,0,0,3,3
Unknown NYC county,1992,31,23,2,11,0,10,8,0,0,3,5
Unknown NYC county,1993,26,21,3,3,0,15,5,0,0,1,4
Unknown NYC county,1994,44,40,3,16,0,21,4,0,0,2,2
Unknown NYC county,1995,22,16,5,8,0,3,6,0,0,0,6
Unknown NYC county,1996,46,29,4,13,0,12,17,0,1,4,12
Unknown NYC county,1997,40,26,4,7,0,15,14,0,0,0,14
Unknown NYC county,1998,39,24,3,4,0,17,15,1,0,3,11
